t_s,Q_m3_s,V_face_m_s,v_duct_m_s,DP_system_Pa,DP_fan_Pa,C_v_mg_m3,C_p_mg_m3,C_tot_mg_m3,ppm_voc,P_electrica_W,M_captured_kg,C_Ethanol_mg_m3,W_L_Ethanol_mg_m3,hm_Ethanol_m_s,Jwall_Ethanol_mg_m2_s,C_Propyl acetate_mg_m3,W_L_Propyl acetate_mg_m3,hm_Propyl acetate_m_s,Jwall_Propyl acetate_mg_m2_s,C_1-Propanol_mg_m3,W_L_1-Propanol_mg_m3,hm_1-Propanol_m_s,Jwall_1-Propanol_mg_m2_s,C_Isopropanol_mg_m3,W_L_Isopropanol_mg_m3,hm_Isopropanol_m_s,Jwall_Isopropanol_mg_m2_s,ok_V_face,ok_v_duct,ok_C_limit,ok_LFL,Re_duct0,dp_duct0_Pa,dt
3071,2.05938,1.1441,16.388,1118.47,1118.47,791.789,702.387,1494.18,3457.37,4265.48,0.503871,265.122,264.193,0.00200817,0.532409,460.795,459.525,0.00157838,0.727311,43.6239,43.4891,0.00177093,0.077255,22.2484,22.1804,0.00175024,0.0389401,True,True,False,True,314516,274.571,1
3072,2.0602,1.14456,16.3946,1118.88,1118.88,792.202,702.108,1494.31,3459.17,4268.75,0.505173,265.26,264.331,0.00200857,0.532793,461.035,459.765,0.0015787,0.727835,43.6467,43.5118,0.00177128,0.0773107,22.26,22.192,0.00175059,0.0389681,True,True,False,True,314641,274.788,1
3073,2.06102,1.14501,16.4011,1119.29,1119.29,792.608,701.83,1494.44,3460.95,4272.01,0.506475,265.396,264.466,0.00200897,0.533172,461.271,460.001,0.00157901,0.728353,43.6691,43.5341,0.00177164,0.0773657,22.2714,22.2034,0.00175094,0.0389958,True,True,False,True,314766,275.005,1
3074,2.06184,1.14546,16.4076,1119.7,1119.7,793.007,701.551,1494.56,3462.69,4275.27,0.507776,265.53,264.6,0.00200937,0.533547,461.504,460.233,0.00157932,0.728864,43.6911,43.5561,0.00177199,0.07742,22.2826,22.2146,0.00175129,0.0390232,True,True,False,True,314891,275.221,1
3075,2.06265,1.14592,16.4141,1120.11,1120.11,793.401,701.273,1494.67,3464.41,4278.53,0.509078,265.661,264.731,0.00200976,0.533917,461.733,460.461,0.00157964,0.72937,43.7128,43.5777,0.00177234,0.0774738,22.2937,22.2256,0.00175163,0.0390503,True,True,False,True,315016,275.438,1
3076,2.06347,1.14637,16.4206,1120.52,1120.52,793.787,700.995,1494.78,3466.1,4281.79,0.51038,265.791,264.86,0.00201016,0.534283,461.958,460.686,0.00157995,0.72987,43.734,43.599,0.00177269,0.0775269,22.3045,22.2365,0.00175198,0.0390771,True,True,False,True,315141,275.655,1
3077,2.06429,1.14683,16.4271,1120.94,1120.93,794.167,700.717,1494.88,3467.76,4285.06,0.511682,265.918,264.987,0.00201056,0.534644,462.179,460.907,0.00158026,0.730364,43.755,43.6199,0.00177304,0.0775793,22.3152,22.2471,0.00175233,0.0391035,True,True,False,True,315265,275.872,1
3078,2.0651,1.14728,16.4336,1121.35,1121.35,794.541,700.44,1494.98,3469.39,4288.32,0.512984,266.043,265.112,0.00201096,0.535002,462.396,461.124,0.00158058,0.730852,43.7756,43.6405,0.00177339,0.0776312,22.3257,22.2576,0.00175267,0.0391297,True,True,False,True,315390,276.089,1
3079,2.06592,1.14773,16.4401,1121.76,1121.76,794.909,700.162,1495.07,3470.99,4291.59,0.514286,266.166,265.235,0.00201136,0.535355,462.61,461.338,0.00158089,0.731335,43.7958,43.6607,0.00177374,0.0776825,22.336,22.2679,0.00175302,0.0391555,True,True,False,True,315515,276.307,1
3080,2.06674,1.14819,16.4466,1122.17,1122.17,795.27,699.885,1495.16,3472.57,4294.86,0.515587,266.287,265.356,0.00201175,0.535704,462.82,461.548,0.0015812,0.731812,43.8157,43.6805,0.00177409,0.0777331,22.3462,22.278,0.00175337,0.0391811,True,True,False,True,315640,276.524,1
3081,2.06755,1.14864,16.4531,1122.58,1122.58,795.625,699.609,1495.23,3474.12,4298.14,0.516889,266.406,265.474,0.00201215,0.536049,463.027,461.754,0.00158151,0.732283,43.8353,43.7001,0.00177444,0.0777832,22.3562,22.288,0.00175371,0.0392063,True,True,False,True,315764,276.741,1
3082,2.06837,1.14909,16.4596,1122.99,1122.99,795.973,699.332,1495.31,3475.64,4301.41,0.518191,266.523,265.591,0.00201255,0.53639,463.23,461.956,0.00158183,0.732749,43.8545,43.7192,0.00177479,0.0778327,22.366,22.2978,0.00175406,0.0392312,True,True,False,True,315889,276.958,1
3083,2.06919,1.14955,16.4661,1123.4,1123.4,796.316,699.056,1495.37,3477.14,4304.68,0.519493,266.638,265.706,0.00201295,0.536727,463.429,462.156,0.00158214,0.733209,43.8734,43.7381,0.00177514,0.0778815,22.3756,22.3074,0.00175441,0.0392559,True,True,False,True,316014,277.176,1
3084,2.07,1.15,16.4726,1123.81,1123.81,796.653,698.78,1495.43,3478.61,4307.96,0.520795,266.75,265.818,0.00201334,0.53706,463.625,462.351,0.00158245,0.733664,43.8919,43.7566,0.00177549,0.0779298,22.3851,22.3168,0.00175475,0.0392802,True,True,False,True,316138,277.393,1
3085,2.07082,1.15046,16.4791,1124.23,1124.22,796.984,698.504,1495.49,3480.05,4311.24,0.522097,266.861,265.929,0.00201374,0.537389,463.818,462.543,0.00158276,0.734113,43.9102,43.7748,0.00177584,0.0779776,22.3943,22.3261,0.0017551,0.0393043,True,True,False,True,316263,277.611,1
3086,2.07164,1.15091,16.4856,1124.64,1124.64,797.309,698.229,1495.54,3481.47,4314.51,0.523398,266.97,266.037,0.00201414,0.537714,464.007,462.732,0.00158307,0.734557,43.9281,43.7927,0.00177619,0.0780247,22.4035,22.3352,0.00175544,0.039328,True,True,False,True,316388,277.829,1
3087,2.07245,1.15136,16.4921,1125.05,1125.05,797.627,697.953,1495.58,3482.87,4317.8,0.5247,267.077,266.144,0.00201453,0.538035,464.193,462.918,0.00158339,0.734996,43.9456,43.8102,0.00177654,0.0780713,22.4124,22.3442,0.00175579,0.0393515,True,True,False,True,316513,278.046,1
3088,2.07327,1.15182,16.4986,1125.46,1125.46,797.941,697.678,1495.62,3484.23,4321.08,0.526002,267.182,266.248,0.00201493,0.538352,464.375,463.1,0.0015837,0.735429,43.9629,43.8275,0.00177689,0.0781173,22.4212,22.353,0.00175614,0.0393747,True,True,False,True,316637,278.264,1
3089,2.07409,1.15227,16.505,1125.87,1125.87,798.248,697.404,1495.65,3485.58,4324.36,0.527304,267.285,266.351,0.00201533,0.538666,464.554,463.278,0.00158401,0.735857,43.9798,43.8444,0.00177724,0.0781628,22.4299,22.3616,0.00175648,0.0393976,True,True,False,True,316762,278.482,1
3090,2.0749,1.15272,16.5115,1126.28,1126.28,798.55,697.129,1495.68,3486.89,4327.65,0.528606,267.386,266.452,0.00201572,0.538975,464.729,463.454,0.00158432,0.73628,43.9965,43.861,0.00177759,0.0782078,22.4384,22.3701,0.00175683,0.0394203,True,True,False,True,316886,278.7,1
3091,2.07572,1.15318,16.518,1126.7,1126.7,798.846,696.855,1495.7,3488.19,4330.93,0.529908,267.485,266.551,0.00201612,0.539281,464.902,463.626,0.00158463,0.736698,44.0128,43.8773,0.00177794,0.0782521,22.4467,22.3784,0.00175717,0.0394427,True,True,False,True,317011,278.917,1
3092,2.07653,1.15363,16.5245,1127.11,1127.11,799.137,696.581,1495.72,3489.46,4334.22,0.531209,267.582,266.648,0.00201651,0.539583,465.071,463.795,0.00158494,0.737111,44.0288,43.8933,0.00177829,0.078296,22.4548,22.3865,0.00175752,0.0394648,True,True,False,True,317135,279.135,1
3093,2.07735,1.15408,16.531,1127.52,1127.52,799.422,696.307,1495.73,3490.7,4337.51,0.532511,267.678,266.744,0.00201691,0.539882,465.237,463.961,0.00158525,0.737519,44.0445,43.9089,0.00177864,0.0783393,22.4629,22.3945,0.00175786,0.0394866,True,True,False,True,317260,279.353,1
3094,2.07816,1.15454,16.5375,1127.93,1127.93,799.701,696.034,1495.74,3491.92,4340.8,0.533813,267.771,266.837,0.00201731,0.540177,465.4,464.123,0.00158557,0.737922,44.0599,43.9243,0.00177899,0.0783821,22.4707,22.4024,0.00175821,0.0395082,True,True,False,True,317385,279.572,1
3095,2.07898,1.15499,16.544,1128.35,1128.35,799.976,695.76,1495.74,3493.12,4344.1,0.535115,267.863,266.929,0.0020177,0.540468,465.559,464.282,0.00158588,0.738319,44.075,43.9394,0.00177934,0.0784244,22.4784,22.4101,0.00175855,0.0395295,True,True,False,True,317509,279.79,1
3096,2.0798,1.15544,16.5505,1128.76,1128.76,800.244,695.487,1495.73,3494.29,4347.39,0.536417,267.953,267.019,0.0020181,0.540756,465.716,464.439,0.00158619,0.738712,44.0898,43.9542,0.00177969,0.0784661,22.486,22.4176,0.0017589,0.0395505,True,True,False,True,317634,280.008,1
3097,2.08061,1.1559,16.557,1129.17,1129.17,800.508,695.214,1495.72,3495.44,4350.69,0.537718,268.041,267.107,0.00201849,0.54104,465.869,464.592,0.0015865,0.739101,44.1043,43.9687,0.00178004,0.0785073,22.4934,22.425,0.00175924,0.0395713,True,True,False,True,317758,280.226,1
3098,2.08143,1.15635,16.5635,1129.59,1129.59,800.766,694.942,1495.71,3496.57,4353.98,0.53902,268.128,267.193,0.00201889,0.54132,466.019,464.742,0.00158681,0.739484,44.1186,43.9829,0.00178038,0.078548,22.5006,22.4323,0.00175959,0.0395918,True,True,False,True,317883,280.444,1
3099,2.08224,1.1568,16.5699,1130,1130,801.019,694.67,1495.69,3497.68,4357.28,0.540322,268.213,267.278,0.00201928,0.541597,466.167,464.889,0.00158712,0.739862,44.1325,43.9969,0.00178073,0.0785882,22.5077,22.4394,0.00175993,0.0396121,True,True,False,True,318007,280.663,1
3100,2.08306,1.15725,16.5764,1130.41,1130.41,801.267,694.397,1495.66,3498.76,4360.58,0.541624,268.296,267.361,0.00201968,0.541871,466.311,465.033,0.00158743,0.740236,44.1462,44.0105,0.00178108,0.078628,22.5147,22.4463,0.00176028,0.0396321,True,True,False,True,318132,280.882,1
3101,2.08387,1.15771,16.5829,1130.83,1130.83,801.51,694.126,1495.64,3499.82,4363.88,0.542926,268.377,267.442,0.00202007,0.542141,466.452,465.175,0.00158774,0.740605,44.1596,44.0239,0.00178143,0.0786672,22.5215,22.4531,0.00176062,0.0396518,True,True,False,True,318256,281.1,1
3102,2.08469,1.15816,16.5894,1131.24,1131.24,801.748,693.854,1495.6,3500.86,4367.19,0.544228,268.456,267.521,0.00202047,0.542408,466.591,465.313,0.00158805,0.74097,44.1727,44.0369,0.00178178,0.0787059,22.5282,22.4598,0.00176096,0.0396714,True,True,False,True,318381,281.319,1
3103,2.0855,1.15861,16.5959,1131.65,1131.65,801.981,693.583,1495.56,3501.87,4370.49,0.545529,268.534,267.599,0.00202086,0.542672,466.726,465.448,0.00158836,0.74133,44.1855,44.0498,0.00178213,0.0787441,22.5348,22.4663,0.00176131,0.0396906,True,True,False,True,318505,281.537,1
3104,2.08632,1.15906,16.6024,1132.07,1132.07,802.209,693.312,1495.52,3502.87,4373.8,0.546831,268.611,267.676,0.00202126,0.542932,466.859,465.581,0.00158867,0.741685,44.198,44.0623,0.00178247,0.0787819,22.5412,22.4727,0.00176165,0.0397097,True,True,False,True,318630,281.756,1
3105,2.08713,1.15952,16.6089,1132.48,1132.48,802.432,693.041,1495.47,3503.84,4377.11,0.548133,268.685,267.75,0.00202165,0.543189,466.989,465.71,0.00158898,0.742037,44.2103,44.0746,0.00178282,0.0788192,22.5474,22.479,0.001762,0.0397285,True,True,False,True,318754,281.975,1
3106,2.08794,1.15997,16.6153,1132.9,1132.9,802.65,692.77,1495.42,3504.8,4380.42,0.549435,268.758,267.823,0.00202205,0.543443,467.115,465.837,0.00158929,0.742383,44.2223,44.0866,0.00178317,0.078856,22.5536,22.4851,0.00176234,0.039747,True,True,False,True,318878,282.194,1
3107,2.08876,1.16042,16.6218,1133.31,1133.31,802.863,692.5,1495.36,3505.73,4383.73,0.550737,268.83,267.894,0.00202244,0.543693,467.24,465.961,0.0015896,0.742725,44.2341,44.0983,0.00178352,0.0788923,22.5595,22.4911,0.00176268,0.0397653,True,True,False,True,319003,282.412,1
3108,2.08957,1.16087,16.6283,1133.72,1133.73,803.072,692.23,1495.3,3506.64,4387.04,0.552038,268.9,267.964,0.00202284,0.54394,467.361,466.083,0.00158991,0.743063,44.2456,44.1098,0.00178387,0.0789282,22.5654,22.497,0.00176303,0.0397834,True,True,False,True,319127,282.631,1
3109,2.09039,1.16133,16.6348,1134.14,1134.14,803.276,691.96,1495.24,3507.53,4390.35,0.55334,268.968,268.032,0.00202323,0.544184,467.48,466.201,0.00159022,0.743396,44.2568,44.121,0.00178421,0.0789636,22.5711,22.5027,0.00176337,0.0398013,True,True,False,True,319251,282.85,1
3110,2.0912,1.16178,16.6413,1134.55,1134.55,803.475,691.69,1495.16,3508.4,4393.67,0.554642,269.035,268.099,0.00202363,0.544425,467.596,466.317,0.00159053,0.743726,44.2678,44.132,0.00178456,0.0789986,22.5767,22.5083,0.00176371,0.0398189,True,True,False,True,319376,283.07,1
3111,2.09202,1.16223,16.6477,1134.97,1134.97,803.669,691.421,1495.09,3509.25,4396.98,0.555944,269.1,268.164,0.00202402,0.544663,467.709,466.43,0.00159084,0.74405,44.2785,44.1427,0.00178491,0.0790331,22.5822,22.5138,0.00176406,0.0398363,True,True,False,True,319500,283.289,1
3112,2.09283,1.16268,16.6542,1135.38,1135.38,803.859,691.151,1495.01,3510.08,4400.3,0.557246,269.163,268.228,0.00202441,0.544898,467.819,466.541,0.00159115,0.744371,44.289,44.1532,0.00178526,0.0790672,22.5875,22.5191,0.0017644,0.0398535,True,True,False,True,319625,283.508,1
3113,2.09364,1.16314,16.6607,1135.8,1135.8,804.045,690.882,1494.93,3510.89,4403.62,0.558548,269.226,268.29,0.00202481,0.54513,467.927,466.649,0.00159146,0.744688,44.2992,44.1634,0.0017856,0.0791008,22.5928,22.5243,0.00176474,0.0398704,True,True,False,True,319749,283.727,1
3114,2.09446,1.16359,16.6672,1136.21,1136.21,804.226,690.614,1494.84,3511.68,4406.95,0.559849,269.286,268.35,0.0020252,0.545358,468.033,466.754,0.00159177,0.745,44.3092,44.1734,0.00178595,0.079134,22.5978,22.5294,0.00176509,0.0398871,True,True,False,True,319873,283.947,1
3115,2.09527,1.16404,16.6737,1136.63,1136.63,804.402,690.345,1494.75,3512.45,4410.27,0.561151,269.345,268.409,0.00202559,0.545584,468.135,466.857,0.00159208,0.745308,44.3189,44.1831,0.0017863,0.0791667,22.6028,22.5343,0.00176543,0.0399036,True,True,False,True,319998,284.166,1
3116,2.09609,1.16449,16.6801,1137.04,1137.04,804.574,690.077,1494.65,3513.2,4413.59,0.562453,269.403,268.467,0.00202599,0.545807,468.236,466.957,0.00159239,0.745612,44.3284,44.1926,0.00178664,0.079199,22.6076,22.5392,0.00176577,0.0399199,True,True,False,True,320122,284.385,1
3117,2.0969,1.16494,16.6866,1137.46,1137.46,804.742,689.809,1494.55,3513.93,4416.92,0.563755,269.459,268.523,0.00202638,0.546026,468.333,467.054,0.0015927,0.745913,44.3376,44.2018,0.00178699,0.0792309,22.6124,22.5439,0.00176611,0.039936,True,True,False,True,320246,284.605,1
3118,2.09771,1.1654,16.6931,1137.87,1137.87,804.906,689.541,1494.45,3514.65,4420.25,0.565057,269.514,268.578,0.00202677,0.546243,468.428,467.149,0.00159301,0.746209,44.3466,44.2108,0.00178734,0.0792624,22.6169,22.5485,0.00176646,0.0399519,True,True,False,True,320370,284.825,1
3119,2.09853,1.16585,16.6995,1138.29,1138.29,805.065,689.274,1494.34,3515.34,4423.58,0.566358,269.567,268.631,0.00202717,0.546457,468.521,467.242,0.00159331,0.746501,44.3554,44.2196,0.00178768,0.0792934,22.6214,22.553,0.0017668,0.0399675,True,True,False,True,320494,285.044,1
3120,2.09934,1.1663,16.706,1138.71,1138.71,805.22,689.006,1494.23,3516.02,4426.91,0.56766,269.619,268.683,0.00202756,0.546668,468.611,467.332,0.00159362,0.74679,44.3639,44.2281,0.00178803,0.0793241,22.6258,22.5573,0.00176714,0.039983,True,True,False,True,320619,285.264,1
3121,2.10015,1.16675,16.7125,1139.12,1139.12,805.371,688.739,1494.11,3516.68,4430.24,0.568962,269.67,268.734,0.00202795,0.546877,468.699,467.42,0.00159393,0.747074,44.3723,44.2364,0.00178838,0.0793543,22.63,22.5615,0.00176748,0.0399982,True,True,False,True,320743,285.483,1
3122,2.10097,1.1672,16.719,1139.54,1139.54,805.517,688.472,1493.99,3517.32,4433.58,0.570264,269.719,268.783,0.00202834,0.547082,468.784,467.505,0.00159424,0.747355,44.3803,44.2445,0.00178872,0.0793841,22.6341,22.5657,0.00176783,0.0400132,True,True,False,True,320867,285.704,1
3123,2.10178,1.16766,16.7254,1139.95,1139.95,805.66,688.206,1493.87,3517.94,4436.91,0.571566,269.766,268.831,0.00202874,0.547285,468.867,467.588,0.00159455,0.747632,44.3882,44.2524,0.00178907,0.0794135,22.6381,22.5697,0.00176817,0.040028,True,True,False,True,320991,285.923,1
3124,2.10259,1.16811,16.7319,1140.37,1140.37,805.798,687.94,1493.74,3518.54,4440.25,0.572868,269.813,268.877,0.00202913,0.547485,468.948,467.669,0.00159486,0.747905,44.3958,44.26,0.00178941,0.0794425,22.642,22.5736,0.00176851,0.0400427,True,True,False,True,321116,286.143,1
3125,2.10341,1.16856,16.7384,1140.79,1140.79,805.933,687.673,1493.61,3519.13,4443.58,0.574169,269.858,268.922,0.00202952,0.547682,469.026,467.747,0.00159517,0.748174,44.4032,44.2674,0.00178976,0.0794711,22.6458,22.5774,0.00176885,0.0400571,True,True,False,True,321240,286.363,1
3126,2.10422,1.16901,16.7448,1141.2,1141.2,806.063,687.408,1493.47,3519.7,4446.93,0.575471,269.901,268.966,0.00202991,0.547877,469.102,467.823,0.00159547,0.74844,44.4104,44.2746,0.00179011,0.0794994,22.6495,22.581,0.00176919,0.0400713,True,True,False,True,321364,286.583,1
3127,2.10503,1.16946,16.7513,1141.62,1141.62,806.19,687.142,1493.33,3520.25,4450.27,0.576773,269.944,269.008,0.00203031,0.548068,469.176,467.897,0.00159578,0.748702,44.4174,44.2816,0.00179045,0.0795272,22.653,22.5846,0.00176954,0.0400853,True,True,False,True,321488,286.804,1
3128,2.10584,1.16991,16.7578,1142.04,1142.04,806.312,686.876,1493.19,3520.79,4453.61,0.578075,269.985,269.049,0.0020307,0.548257,469.247,467.968,0.00159609,0.748961,44.4241,44.2883,0.0017908,0.0795547,22.6565,22.588,0.00176988,0.0400992,True,True,False,True,321612,287.024,1
3129,2.10666,1.17037,16.7642,1142.45,1142.45,806.431,686.611,1493.04,3521.31,4456.96,0.579377,270.025,269.089,0.00203109,0.548444,469.316,468.038,0.0015964,0.749215,44.4307,44.2949,0.00179114,0.0795817,22.6598,22.5914,0.00177022,0.0401128,True,True,False,True,321736,287.244,1
3130,2.10747,1.17082,16.7707,1142.87,1142.87,806.546,686.346,1492.89,3521.81,4460.3,0.580678,270.063,269.128,0.00203148,0.548628,469.383,468.104,0.00159671,0.749467,44.437,44.3012,0.00179149,0.0796084,22.663,22.5946,0.00177056,0.0401263,True,True,False,True,321860,287.464,1
3131,2.10828,1.17127,16.7772,1143.29,1143.29,806.657,686.081,1492.74,3522.29,4463.65,0.58198,270.1,269.165,0.00203187,0.548809,469.448,468.169,0.00159701,0.749714,44.4431,44.3074,0.00179183,0.0796347,22.6662,22.5977,0.0017709,0.0401395,True,True,False,True,321985,287.685,1
3132,2.10909,1.17172,16.7836,1143.7,1143.7,806.765,685.817,1492.58,3522.76,4467,0.583282,270.136,269.201,0.00203226,0.548988,469.51,468.232,0.00159732,0.749959,44.4491,44.3133,0.00179218,0.0796607,22.6692,22.6007,0.00177124,0.0401526,True,True,False,True,322108,287.905,1
3133,2.10991,1.17217,16.7901,1144.12,1144.12,806.868,685.553,1492.42,3523.22,4470.35,0.584584,270.171,269.236,0.00203265,0.549164,469.571,468.292,0.00159763,0.750199,44.4548,44.319,0.00179252,0.0796863,22.6721,22.6037,0.00177158,0.0401655,True,True,False,True,322233,288.125,1
3134,2.11072,1.17262,16.7966,1144.54,1144.54,806.968,685.289,1492.26,3523.65,4473.7,0.585886,270.205,269.269,0.00203305,0.549338,469.629,468.351,0.00159794,0.750437,44.4603,44.3245,0.00179287,0.0797115,22.6749,22.6065,0.00177192,0.0401782,True,True,False,True,322357,288.346,1
3135,2.11153,1.17307,16.803,1144.96,1144.96,807.065,685.025,1492.09,3524.07,4477.06,0.587187,270.237,269.302,0.00203344,0.54951,469.685,468.407,0.00159824,0.750671,44.4656,44.3299,0.00179321,0.0797363,22.6776,22.6092,0.00177227,0.0401908,True,True,False,True,322481,288.567,1
3136,2.11234,1.17352,16.8095,1145.37,1145.37,807.158,684.761,1491.92,3524.48,4480.41,0.588489,270.268,269.333,0.00203383,0.549678,469.739,468.461,0.00159855,0.750901,44.4707,44.335,0.00179356,0.0797608,22.6802,22.6118,0.00177261,0.0402031,True,True,False,True,322605,288.787,1
3137,2.11316,1.17398,16.816,1145.79,1145.79,807.247,684.498,1491.74,3524.87,4483.77,0.589791,270.298,269.363,0.00203422,0.549845,469.791,468.513,0.00159886,0.751129,44.4756,44.3399,0.0017939,0.079785,22.6827,22.6143,0.00177295,0.0402153,True,True,False,True,322729,289.008,1
3138,2.11397,1.17443,16.8224,1146.21,1146.21,807.333,684.235,1491.57,3525.24,4487.12,0.591093,270.326,269.391,0.00203461,0.550009,469.841,468.563,0.00159917,0.751353,44.4803,44.3446,0.00179425,0.0798088,22.6851,22.6167,0.00177329,0.0402273,True,True,False,True,322853,289.229,1
3139,2.11478,1.17488,16.8289,1146.63,1146.63,807.415,683.972,1491.39,3525.6,4490.49,0.592395,270.354,269.419,0.002035,0.55017,469.888,468.611,0.00159947,0.751574,44.4849,44.3492,0.00179459,0.0798322,22.6874,22.619,0.00177363,0.0402391,True,True,False,True,322977,289.45,1
3140,2.11559,1.17533,16.8353,1147.04,1147.04,807.493,683.709,1491.2,3525.95,4493.85,0.593696,270.38,269.445,0.00203539,0.55033,469.934,468.657,0.00159978,0.751791,44.4892,44.3535,0.00179494,0.0798553,22.6897,22.6213,0.00177397,0.0402507,True,True,False,True,323101,289.671,1
3141,2.1164,1.17578,16.8418,1147.46,1147.46,807.569,683.447,1491.02,3526.27,4497.21,0.594998,270.406,269.471,0.00203578,0.550486,469.978,468.701,0.00160009,0.752005,44.4934,44.3577,0.00179528,0.0798781,22.6918,22.6234,0.00177431,0.0402622,True,True,False,True,323224,289.892,1
3142,2.11721,1.17623,16.8483,1147.88,1147.88,807.641,683.185,1490.83,3526.59,4500.58,0.5963,270.43,269.495,0.00203617,0.550641,470.02,468.743,0.00160039,0.752217,44.4973,44.3617,0.00179563,0.0799005,22.6938,22.6254,0.00177465,0.0402735,True,True,False,True,323349,290.113,1
3143,2.11803,1.17668,16.8547,1148.3,1148.3,807.709,682.923,1490.63,3526.89,4503.94,0.597602,270.452,269.518,0.00203656,0.550793,470.06,468.783,0.0016007,0.752425,44.5011,44.3654,0.00179597,0.0799226,22.6957,22.6273,0.00177499,0.0402846,True,True,False,True,323472,290.334,1
3144,2.11884,1.17713,16.8612,1148.72,1148.72,807.774,682.661,1490.44,3527.17,4507.31,0.598904,270.474,269.54,0.00203695,0.550943,470.098,468.821,0.00160101,0.752629,44.5047,44.3691,0.00179631,0.0799444,22.6975,22.6292,0.00177533,0.0402956,True,True,False,True,323596,290.555,1
3145,2.11965,1.17758,16.8676,1149.14,1149.14,807.836,682.4,1490.24,3527.44,4510.68,0.600205,270.495,269.561,0.00203734,0.551091,470.134,468.857,0.00160131,0.752831,44.5081,44.3725,0.00179666,0.0799658,22.6993,22.6309,0.00177567,0.0403064,True,True,False,True,323720,290.776,1
3146,2.12046,1.17803,16.8741,1149.56,1149.56,807.895,682.138,1490.03,3527.7,4514.05,0.601507,270.515,269.58,0.00203773,0.551236,470.168,468.891,0.00160162,0.75303,44.5113,44.3757,0.001797,0.0799869,22.7009,22.6326,0.00177601,0.040317,True,True,False,True,323844,290.997,1
3147,2.12127,1.17848,16.8805,1149.97,1149.97,807.95,681.877,1489.83,3527.94,4517.42,0.602809,270.533,269.599,0.00203812,0.55138,470.2,468.924,0.00160193,0.753225,44.5144,44.3788,0.00179734,0.0800077,22.7025,22.6342,0.00177635,0.0403275,True,True,False,True,323968,291.219,1
3148,2.12208,1.17893,16.887,1150.39,1150.39,808.003,681.617,1489.62,3528.17,4520.79,0.604111,270.551,269.617,0.00203851,0.551521,470.231,468.954,0.00160223,0.753418,44.5173,44.3817,0.00179769,0.0800281,22.704,22.6356,0.00177669,0.0403378,True,True,False,True,324092,291.44,1
3149,2.12289,1.17938,16.8934,1150.81,1150.81,808.052,681.356,1489.41,3528.38,4524.17,0.605413,270.567,269.633,0.0020389,0.551659,470.259,468.983,0.00160254,0.753608,44.52,44.3844,0.00179803,0.0800483,22.7053,22.637,0.00177703,0.040348,True,True,False,True,324216,291.662,1
3150,2.1237,1.17983,16.8999,1151.23,1151.23,808.097,681.096,1489.19,3528.58,4527.55,0.606714,270.583,269.649,0.00203929,0.551796,470.286,469.01,0.00160284,0.753795,44.5225,44.387,0.00179838,0.0800681,22.7066,22.6383,0.00177737,0.040358,True,True,False,True,324340,291.883,1
3151,2.12451,1.18029,16.9063,1151.65,1151.65,808.14,680.835,1488.98,3528.77,4530.92,0.608016,270.597,269.663,0.00203968,0.551931,470.311,469.035,0.00160315,0.753978,44.5248,44.3893,0.00179872,0.0800877,22.7078,22.6395,0.00177771,0.0403678,True,True,False,True,324463,292.105,1
3152,2.12533,1.18074,16.9128,1152.07,1152.07,808.18,680.576,1488.76,3528.94,4534.31,0.609318,270.61,269.677,0.00204007,0.552063,470.334,469.058,0.00160346,0.754159,44.527,44.3915,0.00179906,0.0801069,22.7089,22.6407,0.00177805,0.0403775,True,True,False,True,324587,292.327,1
3153,2.12613,1.18119,16.9192,1152.49,1152.49,808.217,680.316,1488.53,3529.1,4537.68,0.61062,270.622,269.689,0.00204046,0.552193,470.355,469.08,0.00160376,0.754337,44.529,44.3936,0.0017994,0.0801258,22.71,22.6417,0.00177838,0.0403871,True,True,False,True,324711,292.548,1
3154,2.12695,1.18164,16.9257,1152.91,1152.91,808.25,680.056,1488.31,3529.25,4541.07,0.611922,270.634,269.7,0.00204085,0.552322,470.375,469.099,0.00160407,0.754513,44.5309,44.3955,0.00179975,0.0801444,22.7109,22.6427,0.00177872,0.0403964,True,True,False,True,324835,292.77,1
3155,2.12776,1.18209,16.9322,1153.33,1153.33,808.281,679.797,1488.08,3529.38,4544.46,0.613223,270.644,269.711,0.00204124,0.552448,470.393,469.117,0.00160437,0.754685,44.5326,44.3972,0.00180009,0.0801627,22.7118,22.6435,0.00177906,0.0404057,True,True,False,True,324959,292.992,1
3156,2.12857,1.18254,16.9386,1153.75,1153.75,808.309,679.538,1487.85,3529.51,4547.84,0.614525,270.653,269.72,0.00204162,0.552572,470.409,469.134,0.00160468,0.754854,44.5341,44.3987,0.00180043,0.0801807,22.7126,22.6443,0.0017794,0.0404147,True,True,False,True,325082,293.214,1
3157,2.12938,1.18299,16.945,1154.17,1154.17,808.333,679.279,1487.61,3529.61,4551.23,0.615827,270.662,269.729,0.00204201,0.552694,470.423,469.148,0.00160498,0.755021,44.5355,44.4001,0.00180078,0.0801984,22.7133,22.645,0.00177974,0.0404237,True,True,False,True,325206,293.436,1
3158,2.13019,1.18344,16.9515,1154.59,1154.59,808.355,679.021,1487.38,3529.71,4554.62,0.617129,270.669,269.736,0.0020424,0.552814,470.436,469.161,0.00160529,0.755185,44.5367,44.4013,0.00180112,0.0802159,22.7139,22.6456,0.00178008,0.0404325,True,True,False,True,325330,293.658,1
