t_s,Q_m3_s,hm_Ethanol_m_s,hm_Propyl acetate_m_s,hm_1-Propanol_m_s,hm_Isopropanol_m_s
453,0.54,0.00102832,0.000808242,0.000906839,0.000896245
454,0.54,0.00102832,0.000808242,0.000906839,0.000896245
455,0.54,0.00102832,0.000808242,0.000906839,0.000896245
456,0.54,0.00102832,0.000808242,0.000906839,0.000896245
457,0.54,0.00102832,0.000808242,0.000906839,0.000896245
458,0.54,0.00102832,0.000808242,0.000906839,0.000896245
459,0.54,0.00102832,0.000808242,0.000906839,0.000896245
460,0.54,0.00102832,0.000808242,0.000906839,0.000896245
461,0.54,0.00102832,0.000808242,0.000906839,0.000896245
462,0.54,0.00102832,0.000808242,0.000906839,0.000896245
463,0.54,0.00102832,0.000808242,0.000906839,0.000896245
464,0.54,0.00102832,0.000808242,0.000906839,0.000896245
465,0.54,0.00102832,0.000808242,0.000906839,0.000896245
466,0.54,0.00102832,0.000808242,0.000906839,0.000896245
467,0.54,0.00102832,0.000808242,0.000906839,0.000896245
468,0.54,0.00102832,0.000808242,0.000906839,0.000896245
469,0.54,0.00102832,0.000808242,0.000906839,0.000896245
470,0.54,0.00102832,0.000808242,0.000906839,0.000896245
471,0.54,0.00102832,0.000808242,0.000906839,0.000896245
472,0.54,0.00102832,0.000808242,0.000906839,0.000896245
473,0.54,0.00102832,0.000808242,0.000906839,0.000896245
474,0.54,0.00102832,0.000808242,0.000906839,0.000896245
475,0.54,0.00102832,0.000808242,0.000906839,0.000896245
476,0.54,0.00102832,0.000808242,0.000906839,0.000896245
477,0.54,0.00102832,0.000808242,0.000906839,0.000896245
478,0.54,0.00102832,0.000808242,0.000906839,0.000896245
479,0.54,0.00102832,0.000808242,0.000906839,0.000896245
480,0.54,0.00102832,0.000808242,0.000906839,0.000896245
481,0.54,0.00102832,0.000808242,0.000906839,0.000896245
482,0.54,0.00102832,0.000808242,0.000906839,0.000896245
483,0.54,0.00102832,0.000808242,0.000906839,0.000896245
484,0.54,0.00102832,0.000808242,0.000906839,0.000896245
485,0.54,0.00102832,0.000808242,0.000906839,0.000896245
486,0.54,0.00102832,0.000808242,0.000906839,0.000896245
487,0.54,0.00102832,0.000808242,0.000906839,0.000896245
488,0.54,0.00102832,0.000808242,0.000906839,0.000896245
489,0.54,0.00102832,0.000808242,0.000906839,0.000896245
490,0.54,0.00102832,0.000808242,0.000906839,0.000896245
491,0.54,0.00102832,0.000808242,0.000906839,0.000896245
492,0.54,0.00102832,0.000808242,0.000906839,0.000896245
493,0.54,0.00102832,0.000808242,0.000906839,0.000896245
494,0.54,0.00102832,0.000808242,0.000906839,0.000896245
495,0.54,0.00102832,0.000808242,0.000906839,0.000896245
496,0.54,0.00102832,0.000808242,0.000906839,0.000896245
497,0.54,0.00102832,0.000808242,0.000906839,0.000896245
498,0.54,0.00102832,0.000808242,0.000906839,0.000896245
499,0.54,0.00102832,0.000808242,0.000906839,0.000896245
500,0.54,0.00102832,0.000808242,0.000906839,0.000896245
501,0.54,0.00102832,0.000808242,0.000906839,0.000896245
502,0.54,0.00102832,0.000808242,0.000906839,0.000896245
503,0.54,0.00102832,0.000808242,0.000906839,0.000896245
504,0.54,0.00102832,0.000808242,0.000906839,0.000896245
505,0.54,0.00102832,0.000808242,0.000906839,0.000896245
506,0.54,0.00102832,0.000808242,0.000906839,0.000896245
507,0.54,0.00102832,0.000808242,0.000906839,0.000896245
508,0.54,0.00102832,0.000808242,0.000906839,0.000896245
509,0.54,0.00102832,0.000808242,0.000906839,0.000896245
510,0.54,0.00102832,0.000808242,0.000906839,0.000896245
511,0.54,0.00102832,0.000808242,0.000906839,0.000896245
512,0.54,0.00102832,0.000808242,0.000906839,0.000896245
513,0.54,0.00102832,0.000808242,0.000906839,0.000896245
514,0.54,0.00102832,0.000808242,0.000906839,0.000896245
515,0.54,0.00102832,0.000808242,0.000906839,0.000896245
516,0.54,0.00102832,0.000808242,0.000906839,0.000896245
517,0.54,0.00102832,0.000808242,0.000906839,0.000896245
518,0.54,0.00102832,0.000808242,0.000906839,0.000896245
519,0.54,0.00102832,0.000808242,0.000906839,0.000896245
520,0.54,0.00102832,0.000808242,0.000906839,0.000896245
521,0.54,0.00102832,0.000808242,0.000906839,0.000896245
522,0.54,0.00102832,0.000808242,0.000906839,0.000896245
523,0.54,0.00102832,0.000808242,0.000906839,0.000896245
524,0.54,0.00102832,0.000808242,0.000906839,0.000896245
525,0.54,0.00102832,0.000808242,0.000906839,0.000896245
526,0.54,0.00102832,0.000808242,0.000906839,0.000896245
527,0.54,0.00102832,0.000808242,0.000906839,0.000896245
528,0.54,0.00102832,0.000808242,0.000906839,0.000896245
529,0.54,0.00102832,0.000808242,0.000906839,0.000896245
530,0.54,0.00102832,0.000808242,0.000906839,0.000896245
531,0.54,0.00102832,0.000808242,0.000906839,0.000896245
532,0.54,0.00102832,0.000808242,0.000906839,0.000896245
533,0.54,0.00102832,0.000808242,0.000906839,0.000896245
534,0.54,0.00102832,0.000808242,0.000906839,0.000896245
535,0.54,0.00102832,0.000808242,0.000906839,0.000896245
536,0.54,0.00102832,0.000808242,0.000906839,0.000896245
537,0.54,0.00102832,0.000808242,0.000906839,0.000896245
538,0.54,0.00102832,0.000808242,0.000906839,0.000896245
539,0.54,0.00102832,0.000808242,0.000906839,0.000896245
540,0.54,0.00102832,0.000808242,0.000906839,0.000896245
541,0.54,0.00102832,0.000808242,0.000906839,0.000896245
542,0.54,0.00102832,0.000808242,0.000906839,0.000896245
543,0.54,0.00102832,0.000808242,0.000906839,0.000896245
544,0.54,0.00102832,0.000808242,0.000906839,0.000896245
545,0.54,0.00102832,0.000808242,0.000906839,0.000896245
546,0.54,0.00102832,0.000808242,0.000906839,0.000896245
547,0.54,0.00102832,0.000808242,0.000906839,0.000896245
548,0.54,0.00102832,0.000808242,0.000906839,0.000896245
549,0.54,0.00102832,0.000808242,0.000906839,0.000896245
550,0.54,0.00102832,0.000808242,0.000906839,0.000896245
551,0.54,0.00102832,0.000808242,0.000906839,0.000896245
552,0.54,0.00102832,0.000808242,0.000906839,0.000896245
553,0.54,0.00102832,0.000808242,0.000906839,0.000896245
554,0.54,0.00102832,0.000808242,0.000906839,0.000896245
555,0.54,0.00102832,0.000808242,0.000906839,0.000896245
556,0.54,0.00102832,0.000808242,0.000906839,0.000896245
557,0.54,0.00102832,0.000808242,0.000906839,0.000896245
558,0.54,0.00102832,0.000808242,0.000906839,0.000896245
559,0.54,0.00102832,0.000808242,0.000906839,0.000896245
560,0.54,0.00102832,0.000808242,0.000906839,0.000896245
561,0.54,0.00102832,0.000808242,0.000906839,0.000896245
562,0.54,0.00102832,0.000808242,0.000906839,0.000896245
563,0.54,0.00102832,0.000808242,0.000906839,0.000896245
564,0.54,0.00102832,0.000808242,0.000906839,0.000896245
565,0.54,0.00102832,0.000808242,0.000906839,0.000896245
566,0.54,0.00102832,0.000808242,0.000906839,0.000896245
567,0.54,0.00102832,0.000808242,0.000906839,0.000896245
568,0.54,0.00102832,0.000808242,0.000906839,0.000896245
569,0.54,0.00102832,0.000808242,0.000906839,0.000896245
570,0.54,0.00102832,0.000808242,0.000906839,0.000896245
571,0.54,0.00102832,0.000808242,0.000906839,0.000896245
572,0.54,0.00102832,0.000808242,0.000906839,0.000896245
573,0.54,0.00102832,0.000808242,0.000906839,0.000896245
574,0.54,0.00102832,0.000808242,0.000906839,0.000896245
575,0.54,0.00102832,0.000808242,0.000906839,0.000896245
576,0.54,0.00102832,0.000808242,0.000906839,0.000896245
577,0.54,0.00102832,0.000808242,0.000906839,0.000896245
578,0.54,0.00102832,0.000808242,0.000906839,0.000896245
579,0.54,0.00102832,0.000808242,0.000906839,0.000896245
580,0.54,0.00102832,0.000808242,0.000906839,0.000896245
581,0.54,0.00102832,0.000808242,0.000906839,0.000896245
582,0.54,0.00102832,0.000808242,0.000906839,0.000896245
583,0.54,0.00102832,0.000808242,0.000906839,0.000896245
584,0.54,0.00102832,0.000808242,0.000906839,0.000896245
585,0.54,0.00102832,0.000808242,0.000906839,0.000896245
586,0.54,0.00102832,0.000808242,0.000906839,0.000896245
587,0.54,0.00102832,0.000808242,0.000906839,0.000896245
588,0.54,0.00102832,0.000808242,0.000906839,0.000896245
589,0.54,0.00102832,0.000808242,0.000906839,0.000896245
590,0.54,0.00102832,0.000808242,0.000906839,0.000896245
591,0.54,0.00102832,0.000808242,0.000906839,0.000896245
592,0.54,0.00102832,0.000808242,0.000906839,0.000896245
593,0.54,0.00102832,0.000808242,0.000906839,0.000896245
594,0.54,0.00102832,0.000808242,0.000906839,0.000896245
595,0.54,0.00102832,0.000808242,0.000906839,0.000896245
596,0.54,0.00102832,0.000808242,0.000906839,0.000896245
597,0.54,0.00102832,0.000808242,0.000906839,0.000896245
598,0.54,0.00102832,0.000808242,0.000906839,0.000896245
599,0.54,0.00102832,0.000808242,0.000906839,0.000896245
600,0.54,0.00102832,0.000808242,0.000906839,0.000896245
601,0.54,0.00102832,0.000808242,0.000906839,0.000896245
602,0.54,0.00102832,0.000808242,0.000906839,0.000896245
603,0.54,0.00102832,0.000808242,0.000906839,0.000896245
604,0.54,0.00102832,0.000808242,0.000906839,0.000896245
605,0.54,0.00102832,0.000808242,0.000906839,0.000896245
606,0.54,0.00102832,0.000808242,0.000906839,0.000896245
607,0.54,0.00102832,0.000808242,0.000906839,0.000896245
608,0.54,0.00102832,0.000808242,0.000906839,0.000896245
609,0.54,0.00102832,0.000808242,0.000906839,0.000896245
610,0.54,0.00102832,0.000808242,0.000906839,0.000896245
611,0.54,0.00102832,0.000808242,0.000906839,0.000896245
612,0.54,0.00102832,0.000808242,0.000906839,0.000896245
613,0.54,0.00102832,0.000808242,0.000906839,0.000896245
614,0.54,0.00102832,0.000808242,0.000906839,0.000896245
615,0.54,0.00102832,0.000808242,0.000906839,0.000896245
616,0.54,0.00102832,0.000808242,0.000906839,0.000896245
617,0.54,0.00102832,0.000808242,0.000906839,0.000896245
618,0.54,0.00102832,0.000808242,0.000906839,0.000896245
619,0.54,0.00102832,0.000808242,0.000906839,0.000896245
620,0.54,0.00102832,0.000808242,0.000906839,0.000896245
621,0.54,0.00102832,0.000808242,0.000906839,0.000896245
622,0.54,0.00102832,0.000808242,0.000906839,0.000896245
623,0.54,0.00102832,0.000808242,0.000906839,0.000896245
624,0.54,0.00102832,0.000808242,0.000906839,0.000896245
625,0.54,0.00102832,0.000808242,0.000906839,0.000896245
626,0.54,0.00102832,0.000808242,0.000906839,0.000896245
627,0.54,0.00102832,0.000808242,0.000906839,0.000896245
628,0.54,0.00102832,0.000808242,0.000906839,0.000896245
629,0.54,0.00102832,0.000808242,0.000906839,0.000896245
630,0.54,0.00102832,0.000808242,0.000906839,0.000896245
631,0.54,0.00102832,0.000808242,0.000906839,0.000896245
632,0.54,0.00102832,0.000808242,0.000906839,0.000896245
633,0.54,0.00102832,0.000808242,0.000906839,0.000896245
634,0.54,0.00102832,0.000808242,0.000906839,0.000896245
635,0.54,0.00102832,0.000808242,0.000906839,0.000896245
636,0.54,0.00102832,0.000808242,0.000906839,0.000896245
637,0.54,0.00102832,0.000808242,0.000906839,0.000896245
638,0.54,0.00102832,0.000808242,0.000906839,0.000896245
639,0.54,0.00102832,0.000808242,0.000906839,0.000896245
640,0.54,0.00102832,0.000808242,0.000906839,0.000896245
641,0.54,0.00102832,0.000808242,0.000906839,0.000896245
642,0.54,0.00102832,0.000808242,0.000906839,0.000896245
643,0.54,0.00102832,0.000808242,0.000906839,0.000896245
644,0.54,0.00102832,0.000808242,0.000906839,0.000896245
645,0.54,0.00102832,0.000808242,0.000906839,0.000896245
646,0.54,0.00102832,0.000808242,0.000906839,0.000896245
647,0.54,0.00102832,0.000808242,0.000906839,0.000896245
648,0.54,0.00102832,0.000808242,0.000906839,0.000896245
649,0.54,0.00102832,0.000808242,0.000906839,0.000896245
650,0.54,0.00102832,0.000808242,0.000906839,0.000896245
651,0.54,0.00102832,0.000808242,0.000906839,0.000896245
652,0.54,0.00102832,0.000808242,0.000906839,0.000896245
653,0.54,0.00102832,0.000808242,0.000906839,0.000896245
654,0.54,0.00102832,0.000808242,0.000906839,0.000896245
655,0.54,0.00102832,0.000808242,0.000906839,0.000896245
656,0.54,0.00102832,0.000808242,0.000906839,0.000896245
657,0.54,0.00102832,0.000808242,0.000906839,0.000896245
658,0.54,0.00102832,0.000808242,0.000906839,0.000896245
659,0.54,0.00102832,0.000808242,0.000906839,0.000896245
660,0.54,0.00102832,0.000808242,0.000906839,0.000896245
661,0.54,0.00102832,0.000808242,0.000906839,0.000896245
662,0.54,0.00102832,0.000808242,0.000906839,0.000896245
663,0.54,0.00102832,0.000808242,0.000906839,0.000896245
664,0.54,0.00102832,0.000808242,0.000906839,0.000896245
665,0.54,0.00102832,0.000808242,0.000906839,0.000896245
666,0.54,0.00102832,0.000808242,0.000906839,0.000896245
667,0.54,0.00102832,0.000808242,0.000906839,0.000896245
668,0.54,0.00102832,0.000808242,0.000906839,0.000896245
669,0.54,0.00102832,0.000808242,0.000906839,0.000896245
670,0.54,0.00102832,0.000808242,0.000906839,0.000896245
671,0.54,0.00102832,0.000808242,0.000906839,0.000896245
672,0.54,0.00102832,0.000808242,0.000906839,0.000896245
673,0.54,0.00102832,0.000808242,0.000906839,0.000896245
674,0.54,0.00102832,0.000808242,0.000906839,0.000896245
675,0.54,0.00102832,0.000808242,0.000906839,0.000896245
676,0.54,0.00102832,0.000808242,0.000906839,0.000896245
677,0.54,0.00102832,0.000808242,0.000906839,0.000896245
678,0.54,0.00102832,0.000808242,0.000906839,0.000896245
679,0.54,0.00102832,0.000808242,0.000906839,0.000896245
680,0.54,0.00102832,0.000808242,0.000906839,0.000896245
681,0.54,0.00102832,0.000808242,0.000906839,0.000896245
682,0.54,0.00102832,0.000808242,0.000906839,0.000896245
683,0.54,0.00102832,0.000808242,0.000906839,0.000896245
684,0.54,0.00102832,0.000808242,0.000906839,0.000896245
685,0.54,0.00102832,0.000808242,0.000906839,0.000896245
686,0.54,0.00102832,0.000808242,0.000906839,0.000896245
687,0.54,0.00102832,0.000808242,0.000906839,0.000896245
688,0.54,0.00102832,0.000808242,0.000906839,0.000896245
689,0.54,0.00102832,0.000808242,0.000906839,0.000896245
690,0.54,0.00102832,0.000808242,0.000906839,0.000896245
691,0.54,0.00102832,0.000808242,0.000906839,0.000896245
692,0.54,0.00102832,0.000808242,0.000906839,0.000896245
693,0.54,0.00102832,0.000808242,0.000906839,0.000896245
694,0.54,0.00102832,0.000808242,0.000906839,0.000896245
695,0.54,0.00102832,0.000808242,0.000906839,0.000896245
696,0.54,0.00102832,0.000808242,0.000906839,0.000896245
697,0.54,0.00102832,0.000808242,0.000906839,0.000896245
698,0.54,0.00102832,0.000808242,0.000906839,0.000896245
699,0.54,0.00102832,0.000808242,0.000906839,0.000896245
700,0.54,0.00102832,0.000808242,0.000906839,0.000896245
701,0.54,0.00102832,0.000808242,0.000906839,0.000896245
702,0.54,0.00102832,0.000808242,0.000906839,0.000896245
703,0.54,0.00102832,0.000808242,0.000906839,0.000896245
704,0.54,0.00102832,0.000808242,0.000906839,0.000896245
705,0.54,0.00102832,0.000808242,0.000906839,0.000896245
706,0.54,0.00102832,0.000808242,0.000906839,0.000896245
707,0.54,0.00102832,0.000808242,0.000906839,0.000896245
708,0.54,0.00102832,0.000808242,0.000906839,0.000896245
709,0.54,0.00102832,0.000808242,0.000906839,0.000896245
710,0.54,0.00102832,0.000808242,0.000906839,0.000896245
711,0.54,0.00102832,0.000808242,0.000906839,0.000896245
712,0.54,0.00102832,0.000808242,0.000906839,0.000896245
713,0.54,0.00102832,0.000808242,0.000906839,0.000896245
714,0.54,0.00102832,0.000808242,0.000906839,0.000896245
715,0.54,0.00102832,0.000808242,0.000906839,0.000896245
716,0.54,0.00102832,0.000808242,0.000906839,0.000896245
717,0.54,0.00102832,0.000808242,0.000906839,0.000896245
718,0.54,0.00102832,0.000808242,0.000906839,0.000896245
719,0.54,0.00102832,0.000808242,0.000906839,0.000896245
720,0.54,0.00102832,0.000808242,0.000906839,0.000896245
721,0.54,0.00102832,0.000808242,0.000906839,0.000896245
722,0.54,0.00102832,0.000808242,0.000906839,0.000896245
723,0.54,0.00102832,0.000808242,0.000906839,0.000896245
724,0.54,0.00102832,0.000808242,0.000906839,0.000896245
725,0.54,0.00102832,0.000808242,0.000906839,0.000896245
726,0.54,0.00102832,0.000808242,0.000906839,0.000896245
727,0.54,0.00102832,0.000808242,0.000906839,0.000896245
728,0.54,0.00102832,0.000808242,0.000906839,0.000896245
729,0.54,0.00102832,0.000808242,0.000906839,0.000896245
730,0.54,0.00102832,0.000808242,0.000906839,0.000896245
731,0.54,0.00102832,0.000808242,0.000906839,0.000896245
732,0.54,0.00102832,0.000808242,0.000906839,0.000896245
733,0.54,0.00102832,0.000808242,0.000906839,0.000896245
734,0.54,0.00102832,0.000808242,0.000906839,0.000896245
735,0.54,0.00102832,0.000808242,0.000906839,0.000896245
736,0.54,0.00102832,0.000808242,0.000906839,0.000896245
737,0.54,0.00102832,0.000808242,0.000906839,0.000896245
738,0.54,0.00102832,0.000808242,0.000906839,0.000896245
739,0.54,0.00102832,0.000808242,0.000906839,0.000896245
740,0.54,0.00102832,0.000808242,0.000906839,0.000896245
741,0.54,0.00102832,0.000808242,0.000906839,0.000896245
742,0.54,0.00102832,0.000808242,0.000906839,0.000896245
743,0.54,0.00102832,0.000808242,0.000906839,0.000896245
744,0.54,0.00102832,0.000808242,0.000906839,0.000896245
745,0.54,0.00102832,0.000808242,0.000906839,0.000896245
746,0.54,0.00102832,0.000808242,0.000906839,0.000896245
747,0.54,0.00102832,0.000808242,0.000906839,0.000896245
748,0.54,0.00102832,0.000808242,0.000906839,0.000896245
749,0.54,0.00102832,0.000808242,0.000906839,0.000896245
750,0.54,0.00102832,0.000808242,0.000906839,0.000896245
751,0.54,0.00102832,0.000808242,0.000906839,0.000896245
752,0.54,0.00102832,0.000808242,0.000906839,0.000896245
753,0.54,0.00102832,0.000808242,0.000906839,0.000896245
754,0.54,0.00102832,0.000808242,0.000906839,0.000896245
755,0.54,0.00102832,0.000808242,0.000906839,0.000896245
756,0.54,0.00102832,0.000808242,0.000906839,0.000896245
757,0.54,0.00102832,0.000808242,0.000906839,0.000896245
758,0.54,0.00102832,0.000808242,0.000906839,0.000896245
759,0.54,0.00102832,0.000808242,0.000906839,0.000896245
760,0.54,0.00102832,0.000808242,0.000906839,0.000896245
761,0.54,0.00102832,0.000808242,0.000906839,0.000896245
762,0.54,0.00102832,0.000808242,0.000906839,0.000896245
763,0.54,0.00102832,0.000808242,0.000906839,0.000896245
764,0.54,0.00102832,0.000808242,0.000906839,0.000896245
765,0.54,0.00102832,0.000808242,0.000906839,0.000896245
766,0.54,0.00102832,0.000808242,0.000906839,0.000896245
767,0.54,0.00102832,0.000808242,0.000906839,0.000896245
768,0.54,0.00102832,0.000808242,0.000906839,0.000896245
769,0.54,0.00102832,0.000808242,0.000906839,0.000896245
770,0.54,0.00102832,0.000808242,0.000906839,0.000896245
771,0.54,0.00102832,0.000808242,0.000906839,0.000896245
772,0.54,0.00102832,0.000808242,0.000906839,0.000896245
773,0.54,0.00102832,0.000808242,0.000906839,0.000896245
774,0.54,0.00102832,0.000808242,0.000906839,0.000896245
775,0.54,0.00102832,0.000808242,0.000906839,0.000896245
776,0.54,0.00102832,0.000808242,0.000906839,0.000896245
777,0.54,0.00102832,0.000808242,0.000906839,0.000896245
778,0.54,0.00102832,0.000808242,0.000906839,0.000896245
779,0.54,0.00102832,0.000808242,0.000906839,0.000896245
780,0.54,0.00102832,0.000808242,0.000906839,0.000896245
781,0.54,0.00102832,0.000808242,0.000906839,0.000896245
782,0.54,0.00102832,0.000808242,0.000906839,0.000896245
783,0.54,0.00102832,0.000808242,0.000906839,0.000896245
784,0.54,0.00102832,0.000808242,0.000906839,0.000896245
785,0.54,0.00102832,0.000808242,0.000906839,0.000896245
786,0.54,0.00102832,0.000808242,0.000906839,0.000896245
787,0.54,0.00102832,0.000808242,0.000906839,0.000896245
788,0.54,0.00102832,0.000808242,0.000906839,0.000896245
789,0.54,0.00102832,0.000808242,0.000906839,0.000896245
790,0.54,0.00102832,0.000808242,0.000906839,0.000896245
791,0.54,0.00102832,0.000808242,0.000906839,0.000896245
792,0.54,0.00102832,0.000808242,0.000906839,0.000896245
793,0.54,0.00102832,0.000808242,0.000906839,0.000896245
794,0.54,0.00102832,0.000808242,0.000906839,0.000896245
795,0.54,0.00102832,0.000808242,0.000906839,0.000896245
796,0.54,0.00102832,0.000808242,0.000906839,0.000896245
797,0.54,0.00102832,0.000808242,0.000906839,0.000896245
798,0.54,0.00102832,0.000808242,0.000906839,0.000896245
799,0.54,0.00102832,0.000808242,0.000906839,0.000896245
800,0.54,0.00102832,0.000808242,0.000906839,0.000896245
801,0.54,0.00102832,0.000808242,0.000906839,0.000896245
